 train         node   crimcoord1     crimcoord2   observed  predicted
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
     y            3    0.0000E+0000    0.2000E+0001  "F"  "F"
